zona,SUM de PrecioActual,,habitaciones,COUNTA de titulo,,,COUNTA de titulo,zona,,,,,,,,,,,,,,,,,,,,
arganzuela,€182.141.969,,1,"14,44%",,,provincia,arganzuela,barajas,barrio-de-salamanca,carabanchel,centro,chamartin,chamberi,ciudad-lineal,fuencarral,hortaleza,latina,moncloa,moratalaz,puente-de-vallecas,retiro,san-blas,tetuan,usera,vicalvaro,villa-de-vallecas,villaverde
,,,,"Casa o chalet independiente en camino Viejo de Burgos, Valdebebas - Valdefuentes, Madrid",€620.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Casa o chalet independiente en Campo de las Naciones-Corralejos, Madrid",€1.375.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Casa o chalet independiente en Canillas, Madrid",€1.700.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Casa o chalet independiente en Ciudad Jardín, Madrid",€5.830.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Casa o chalet independiente en Ciudad Universitaria, Madrid",€20.115.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Casa o chalet independiente en Concepción, Madrid",€2.600.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Casa o chalet independiente en Conde Orgaz-Piovera, Madrid",€38.960.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Casa o chalet independiente en El Plantío, Madrid",€45.930.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Casa o chalet independiente en El Viso, Madrid",€40.400.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Casa o chalet independiente en Fernandez Cid, 19, Peñagrande, Madrid",€948.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Casa o chalet independiente en Fuente del Berro, Madrid",€9.850.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Casa o chalet independiente en fuente larreina, Ciudad Universitaria, Madrid",€2.250.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Casa o chalet independiente en Fuentelarreina, Madrid",€11.790.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Casa o chalet independiente en Guerrero y Mendoza, Ciudad Jardín, Madrid",€2.475.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Casa o chalet independiente en Guindalera, Madrid",€3.000.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Casa o chalet independiente en Horche, 3, Aravaca, Madrid",€3.650.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Casa o chalet independiente en Mirasierra, Madrid",€2.850.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Casa o chalet independiente en Montecarmelo, Madrid",€1.195.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Casa o chalet independiente en Niño Jesús, Madrid",€6.245.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Casa o chalet independiente en Nueva España, Madrid",€36.200.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Casa o chalet independiente en Palomas, Madrid",€1.850.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Casa o chalet independiente en Paradores, El Plantío, Madrid",€3.100.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Casa o chalet independiente en paseo de La Habana, Nueva España, Madrid",€2.950.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Casa o chalet independiente en paseo del Marqués de Monistrol, Casa de Campo, Madrid",€360.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Casa o chalet independiente en Peñagrande, Madrid",€13.163.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Casa o chalet independiente en Pinar del Rey, Madrid",€1.420.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Casa o chalet independiente en plaza de la Charca Verde, Ciudad Jardín, Madrid",€2.000.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Casa o chalet independiente en Rejas, Madrid",€1.620.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Casa o chalet independiente en ronda Abubilla, Conde Orgaz-Piovera, Madrid",€3.195.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Casa o chalet independiente en Valdebebas - Valdefuentes, Madrid",€1.600.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Casa o chalet independiente en Valdemarín, Madrid",€13.950.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Casa o chalet independiente en Valdezarza, Madrid",€575.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Casa o chalet independiente en Vista Alegre, Madrid",€400.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Casa o chalet independiente en Zumarraga, El Plantío, Madrid",€2.950.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Casa rural en calle del Pico Veleta, Numancia, Madrid",€106.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en Alameda de Osuna, Madrid",€2.120.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en Almanzora, 32, Aravaca, Madrid",€5.190.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en Aluche, Madrid",€537.550,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en Aravaca, Madrid",€10.482.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en avenida de los Prunos, Palomas, Madrid",€3.295.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en avenida del Padre Cipriano, 17, El Pardo, Madrid",€815.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en avenida del Papa Negro, Conde Orgaz-Piovera, Madrid",€3.780.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en Babilonia, 36, Campo de las Naciones-Corralejos, Madrid",€1.220.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en Bernabéu-Hispanoamérica, Madrid",€11.840.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle Agustín Lara, Aravaca, Madrid",€3.600.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle Antonio Lanzuela, 9, Valdeacederas, Madrid",€654.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle Arbucias, Montecarmelo, Madrid",€865.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle Ascensión Bielsa, Numancia, Madrid",€330.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle Aurelio de la Torre, 20, El Plantío, Madrid",€870.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle Bande, Campo de las Naciones-Corralejos, Madrid",€1.038.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle Bandera, San Isidro, Madrid",€538.950,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle Candelaria Mora, 16, Legazpi, Madrid",€320.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle Concejal Vitorino Granizo, 2, El Cañaveral, Madrid",€1.028.968,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle de Ampelido, Puerta del Ángel, Madrid",€365.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle de Arroyofresno, Ciudad Universitaria, Madrid",€3.990.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle de Blanes, Campo de las Naciones-Corralejos, Madrid",€1.375.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle de Bruno Abúndez, Palomeras sureste, Madrid",€357.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle de Estanislao Gómez, Palomas, Madrid",€1.250.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle de Federico Grases, 57, Puerta Bonita, Madrid",€800.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle de Flamisell, 9, Ciudad Universitaria, Madrid",€725.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle de Flamisell, Ciudad Universitaria, Madrid",€725.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle de Gallur, Los Cármenes, Madrid",€310.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle de Gomeznarro, 101, Canillas, Madrid",€367.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle de Gomeznarro, Canillas, Madrid",€669.900,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle de González Soto, Numancia, Madrid",€600.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle de José Rizal, Conde Orgaz-Piovera, Madrid",€2.500.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle de la Aurora, Valdezarza, Madrid",€880.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle de la Bahía de Santander, Campo de las Naciones-Corralejos, Madrid",€1.150.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle de la Estafeta, San Fermín, Madrid",€299.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle de la Isla de Alegranza, 51, Ciudad Universitaria, Madrid",€2.150.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle de las Celindas, 16, Bernabéu-Hispanoamérica, Madrid",€3.885.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle de las Celindas, Bernabéu-Hispanoamérica, Madrid",€1.200.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle de las Petunias, Palomas, Madrid",€1.425.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle de las Poderosas, 13, Casco Histórico de Barajas, Madrid",€160.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle de las Poderosas, Casco Histórico de Barajas, Madrid",€420.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle de los Arfe, Concepción, Madrid",€675.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle de los Hermanos Gascón, 7, Valdebebas - Valdefuentes, Madrid",€1.290.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle de los Monasterios de Suso y Yuso, Montecarmelo, Madrid",€1.450.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle de Machaquito, Conde Orgaz-Piovera, Madrid",€1.890.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle de Manipa, 43, Concepción, Madrid",€719.900,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle de Manipa, 7, Concepción, Madrid",€550.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle de Manipa, Concepción, Madrid",€699.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle de Margarita Xirgu, 18, Valdebebas - Valdefuentes, Madrid",€1.290.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle de Mataró, Tres Olivos - Valverde, Madrid",€345.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle de Mercedes Fórmica, Fuente del Berro, Madrid",€2.400.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle de Mestanza, Entrevías, Madrid",€225.500,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle de Noviembre, 28, Rejas, Madrid",€500.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle de Prat, Casco Histórico de Vicálvaro, Madrid",€368.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle de Rafael Villa, 5 ----b, El Plantío, Madrid",€762.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle de Rafael Villa, El Plantío, Madrid",€1.524.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle de Sambara, Quintana, Madrid",€398.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle de Santa Ana Alta, 12, Tres Olivos - Valverde, Madrid",€499.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle de Santa Ana Alta, Tres Olivos - Valverde, Madrid",€330.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle de Sierra Gádor, Casco Histórico de Vallecas, Madrid",€679.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle de Toscana, Arcos, Madrid",€848.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle de Vedra, 6, Entrevías, Madrid",€280.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle de Vedra, Entrevías, Madrid",€560.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle del Canal del Bósforo, Canillejas, Madrid",€353.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle del General Marva, Moscardó, Madrid",€336.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle del Mistral, Timón, Madrid",€1.090.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle del Sotillo, Conde Orgaz-Piovera, Madrid",€4.500.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle Deva, Orcasitas, Madrid",€290.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle Duquesa de Castrejón, 7, Colina, Madrid",€940.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle Duquesa de Castrejón, Colina, Madrid",€1.200.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle Enrique Granados, Puerta del Ángel, Madrid",€1.300.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle Estudio, Aravaca, Madrid",€2.100.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle Islas Británicas, 17, Tres Olivos - Valverde, Madrid",€359.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle Julián Camarillo, 56, Simancas, Madrid",€5.119.600,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle Lesaca, Orcasitas, Madrid",€275.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle Manuel Gascón, Pinar del Rey, Madrid",€1.420.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle Maragatería, 65, Valdebebas - Valdefuentes, Madrid",€1.375.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle Marqués de Casa Tilly, s/n, El Cañaveral, Madrid",€1.140.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle Matachel, Butarque, Madrid",€780.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle Mayo, Rejas, Madrid",€650.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle Pandora, 12, Simancas, Madrid",€885.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle Pastrana, 13, Salvador, Madrid",€1.350.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle Peña Dorada, Mirasierra, Madrid",€1.290.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle Pilar de Andrade. 23 -, 25, El Plantío, Madrid",€3.624.276,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle Puebla de Sanabria, 17 n, Villaverde Alto, Madrid",€425.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle Puebla de Sanabria, 25, Villaverde Alto, Madrid",€490.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle Reventón, 8, Ciudad Jardín, Madrid",€750.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle Sirrach, Aravaca, Madrid",€3.310.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle Somontín, 51, Apóstol Santiago, Madrid",€390.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle Tintas, Vista Alegre, Madrid",€599.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en calle Villarta, 79, Entrevías, Madrid",€219.860,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en camino del Barrial, s/n, Aravaca, Madrid",€1.095.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en camino Viejo de Leganés, 57, Puerta Bonita, Madrid",€800.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en Campo de las Naciones-Corralejos, Madrid",€1.375.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en Canillas, Madrid",€4.550.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en Canillejas, Madrid",€950.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en Casa de Campo, Madrid",€950.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en Casco Histórico de Vicálvaro, Madrid",€817.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en Ciudad Jardín, Madrid",€6.400.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en Comillas, Madrid",€538.990,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en Conde Orgaz-Piovera, Madrid",€24.765.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en El Plantío, Madrid",€2.040.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en El Viso, Madrid",€13.490.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en Ensanche de Vallecas - La Gavia, Madrid",€500.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en Entrevías, Madrid",€185.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en Fuente del Berro, Madrid",€2.400.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en Gloria Fuertes, 59, Arroyo del Fresno, Madrid",€2.634.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en Los Cármenes, Madrid",€1.077.400,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en Nueva España, Madrid",€17.700.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en Otoño, 4, Rejas, Madrid",€649.900,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en Palomas, Madrid",€5.935.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en paseo de La Habana, Nueva España, Madrid",€17.700.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en paseo de los Cerezos, Bernabéu-Hispanoamérica, Madrid",€3.970.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en paseo del Comandante Fortea, Casa de Campo, Madrid",€1.700.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en paseo del Marqués de Monistrol, 114, Casa de Campo, Madrid",€890.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en paseo Olivos, 15, Puerta del Ángel, Madrid",€380.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en Peñagrande, Madrid",€4.345.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en Puerta del Ángel, Madrid",€539.900,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en ronda de Cala Basa, Conde Orgaz-Piovera, Madrid",€8.875.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en Salvador, Madrid",€3.626.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en Tobago, Salvador, Madrid",€1.050.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en travesía los Nueve, Valdeacederas, Madrid",€299.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet adosado en Tres Olivos - Valverde, Madrid",€1.669.900,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet en avenida Casa Quemada, El Plantío, Madrid",€2.926.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet en Bernabéu-Hispanoamérica, Madrid",€1.985.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet en calle de Cestona, Orcasitas, Madrid",€375.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet en calle de Guecho, El Plantío, Madrid",€4.200.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet en calle de Inocencio Fernández, Peñagrande, Madrid",€749.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet en calle de las Petunias, Palomas, Madrid",€1.425.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet en calle de Vedra, Entrevías, Madrid",€120.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet en El Plantío, Madrid",€2.950.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet en Fuente del Berro, Madrid",€2.350.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet en Valdemarín, Madrid",€2.750.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet pareado en Alameda de Osuna, Madrid",€895.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet pareado en Anillo Verde Ciclista, 2 -10, Ciudad Universitaria, Madrid",€1.960.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet pareado en Aravaca, Madrid",€10.900.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet pareado en avenida de Fuentelarreina, Ciudad Universitaria, Madrid",€1.695.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet pareado en avenida de Jaca, s/n, Canillejas, Madrid",€1.260.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet pareado en avenida del Arroyo del Santo, Palomas, Madrid",€2.300.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet pareado en avenida del Papa Negro, Conde Orgaz-Piovera, Madrid",€2.300.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet pareado en Basilio De Prado, s/n, Peñagrande, Madrid",€1.499.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet pareado en Bernabéu-Hispanoamérica, Madrid",€17.695.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet pareado en calle Cacabelos, Valdebebas - Valdefuentes, Madrid",€1.290.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet pareado en calle Carlos Aurioles, San Diego, Madrid",€112.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet pareado en calle Conde Orgaz, s/n, Conde Orgaz-Piovera, Madrid",€1.700.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet pareado en calle de Antonio Sancha, Alameda de Osuna, Madrid",€895.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet pareado en calle de Argentona, Valdemarín, Madrid",€2.100.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet pareado en calle de Arturo Soria, San Juan Bautista, Madrid",€1.700.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet pareado en calle de Babilonia, 26, Campo de las Naciones-Corralejos, Madrid",€1.260.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet pareado en calle de Bueso de Pineda, 59 a, Conde Orgaz-Piovera, Madrid",€1.800.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet pareado en calle de Bueso de Pineda, 76, Conde Orgaz-Piovera, Madrid",€2.495.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet pareado en calle de Cardencha, 12, Campamento, Madrid",€710.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet pareado en calle de Cercis, Valdemarín, Madrid",€1.990.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet pareado en calle de Collado del Piornal, 4, Mirasierra, Madrid",€1.790.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet pareado en calle de Eduardo Mazón, Palomas, Madrid",€3.660.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet pareado en calle de Gabriel y Galán, Ciudad Jardín, Madrid",€1.750.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet pareado en calle de Gomeznarro, Canillas, Madrid",€399.500,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet pareado en calle de Javier de Miguel, Palomeras Bajas, Madrid",€475.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet pareado en calle de la Madre de Dios, Nueva España, Madrid",€1.595.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet pareado en calle de las Islas de Cabo Verde, Peñagrande, Madrid",€190.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet pareado en calle de las Islas Marshall, Peñagrande, Madrid",€1.375.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet pareado en calle de Orfeo, Canillejas, Madrid",€2.560.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet pareado en calle de Puerto de Santa María, Conde Orgaz-Piovera, Madrid",€1.550.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet pareado en calle de Rafael Villa, El Plantío, Madrid",€3.056.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet pareado en calle de Tablada, 48, Berruguete, Madrid",€200.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet pareado en calle de Teseo, Salvador, Madrid",€1.350.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet pareado en calle de Vainilla, Campamento, Madrid",€680.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet pareado en calle de Zacarías Homs, s/n, Canillas, Madrid",€2.500.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet pareado en calle del Cerro del Castañar, Mirasierra, Madrid",€1.900.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet pareado en calle del Erial de la Abuela, El Cañaveral, Madrid",€683.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet pareado en calle del Marqués de Villabrágima, Peñagrande, Madrid",€1.300.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet pareado en calle del Nervión, El Viso, Madrid",€2.850.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet pareado en calle del Oria, 16, El Viso, Madrid",€3.150.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet pareado en calle del Urumea, El Viso, Madrid",€3.000.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet pareado en calle Eduardo Terán, Canillejas, Madrid",€1.260.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet pareado en calle Primera, Bernabéu-Hispanoamérica, Madrid",€4.900.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet pareado en calle Serramagna, Conde Orgaz-Piovera, Madrid",€3.100.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet pareado en calle Suertes de la Villa, 102, El Cañaveral, Madrid",€1.435.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Chalet pareado en calle Tercera, 5, Bernabéu-Hispanoamérica, Madrid",€1.850.000,,,,,,,,,,,,,,,,,,,,,,,
